LOT,SPC_OPERATION,ENTITY,CEID,MONITOR_SET_NAME,ENTITY_DATA_COLLECT_DATE,MEASUREMENT_SET_NAME,RAW_PARAMETER_NAME,RAW_VALUE,LIMITS_FLAG,SPC_CHART_CATEGORY,COATER,CR_SPC_CHART_CATEGORY,RESIST,RAW_WAFER_COORD_X,RAW_WAFER_COORD_Y,RAW_WAFER,SA_COATER,SPC_ENTITY_1,SPC_ENTITY_2,SPC_ENTITY_3,SPC_ENTITY_4,SPC_ENTITY_5,SPC_ENTITY_6,SPC_ENTITY_7,SPC_CHART_ORDERED_CAT,RAW_WAFER_1,COMMENT_TEXT,COMMENT_USER,WLT_WAFER,WLT_WAFER3,WLT_SEQUENCE,WLT_MONITOR_TYPE,WLT_MONITOR_SET_NAME,WLT_MONITOR_SET_VERSION,WLT_OPERATION,WLT_ENTITY,WLT_ENTITY_TYPE,WLT_COMPONENT,WLT_COMPONENT_TYPE,WLT_SPC_CONFIG_NAME,WLT_CONTEXT_GROUP,WLT_CUSTOM_CONTEXT_GROUP_ID,WLT_CUSTOM_REACTION,VIOLATION_FLAG,ALL_CHART_FLAG,INCONTROL_FLAG,RESET_FLAG,CHART_PT_LATEST_FLAG,LOTOPERKEY
L929TTH0,8281,TAJ701,TAJli,EUV.RESIST_THICKNESS.MFG.MON,2025-04-21 07:30:50,EUV.THICKNESS.MFG,THICKNESS,497.420899,V,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,,-71.1902,61.8829,BW0CN616JKC2,,TAJ701,,,,,,,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,BW0CN616JKC2,Entity ID: KCD769,automation,BW0CN616JKC2,616,0,TOOL MONITOR,EUV.RESIST_THICKNESS.MFG.MON,7,8281,SAJ701,STEPPER,SAJ701_COT121,Coater,COT,,1,,N,,Y,N,Y,4487706095
L929TTH0,8281,TAJ701,TAJli,EUV.RESIST_THICKNESS.MFG.MON,2025-04-21 07:30:50,EUV.THICKNESS.MFG,THICKNESS,501.14456,V,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,,94.9361,61.8829,BW0CN616JKC2,,TAJ701,,,,,,,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,BW0CN616JKC2,Entity ID: KCD769,automation,BW0CN616JKC2,616,0,TOOL MONITOR,EUV.RESIST_THICKNESS.MFG.MON,7,8281,SAJ701,STEPPER,SAJ701_COT121,Coater,COT,,1,,N,,Y,N,Y,4487706095
L929TTH0,8281,TAJ701,TAJli,EUV.RESIST_THICKNESS.MFG.MON,2025-04-21 07:30:50,EUV.THICKNESS.MFG,THICKNESS,500.590857,V,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,,-96.51,96.51,BW0CN616JKC2,,TAJ701,,,,,,,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,BW0CN616JKC2,Entity ID: KCD769,automation,BW0CN616JKC2,616,0,TOOL MONITOR,EUV.RESIST_THICKNESS.MFG.MON,7,8281,SAJ701,STEPPER,SAJ701_COT121,Coater,COT,,1,,N,,Y,N,Y,4487706095
L929TTH0,8281,TAJ701,TAJli,EUV.RESIST_THICKNESS.MFG.MON,2025-04-21 07:30:50,EUV.THICKNESS.MFG,THICKNESS,500.801475,V,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,,-57.9062,96.51,BW0CN616JKC2,,TAJ701,,,,,,,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,BW0CN616JKC2,Entity ID: KCD769,automation,BW0CN616JKC2,616,0,TOOL MONITOR,EUV.RESIST_THICKNESS.MFG.MON,7,8281,SAJ701,STEPPER,SAJ701_COT121,Coater,COT,,1,,N,,Y,N,Y,4487706095
L929TTH0,8281,TAJ701,TAJli,EUV.RESIST_THICKNESS.MFG.MON,2025-04-21 07:30:50,EUV.THICKNESS.MFG,THICKNESS,499.339095,V,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,,19.3019,96.51,BW0CN616JKC2,,TAJ701,,,,,,,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,BW0CN616JKC2,Entity ID: KCD769,automation,BW0CN616JKC2,616,0,TOOL MONITOR,EUV.RESIST_THICKNESS.MFG.MON,7,8281,SAJ701,STEPPER,SAJ701_COT121,Coater,COT,,1,,N,,Y,N,Y,4487706095
L929TTH0,8281,TAJ701,TAJli,EUV.RESIST_THICKNESS.MFG.MON,2025-04-21 07:30:50,EUV.THICKNESS.MFG,THICKNESS,501.810995,V,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,,0.0067,127.428,BW0CN616JKC2,,TAJ701,,,,,,,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,BW0CN616JKC2,Entity ID: KCD769,automation,BW0CN616JKC2,616,0,TOOL MONITOR,EUV.RESIST_THICKNESS.MFG.MON,7,8281,SAJ701,STEPPER,SAJ701_COT121,Coater,COT,,1,,N,,Y,N,Y,4487706095
L929TTH0,8281,TAJ701,TAJli,EUV.RESIST_THICKNESS.MFG.MON,2025-04-21 07:30:50,EUV.THICKNESS.MFG,THICKNESS,497.206327,V,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,,71.2039,127.428,BW0CN616JKC2,,TAJ701,,,,,,,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,BW0CN616JKC2,Entity ID: KCD769,automation,BW0CN616JKC2,616,0,TOOL MONITOR,EUV.RESIST_THICKNESS.MFG.MON,7,8281,SAJ701,STEPPER,SAJ701_COT121,Coater,COT,,1,,N,,Y,N,Y,4487706095
L929TTH0,8281,TAJ701,TAJli,EUV.RESIST_THICKNESS.MFG.MON,2025-04-21 07:30:50,EUV.THICKNESS.MFG,THICKNESS,497.927137,V,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,,-57.9062,136.2,BW0CN616JKC2,,TAJ701,,,,,,,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,BW0CN616JKC2,Entity ID: KCD769,automation,BW0CN616JKC2,616,0,TOOL MONITOR,EUV.RESIST_THICKNESS.MFG.MON,7,8281,SAJ701,STEPPER,SAJ701_COT121,Coater,COT,,1,,N,,Y,N,Y,4487706095
L929TTH0,8281,TAJ701,TAJli,EUV.RESIST_THICKNESS.MFG.MON,2025-04-21 07:30:50,EUV.THICKNESS.MFG,THICKNESS,497.515828,V,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,,-57.9062,-136.2,BW0CN616JKC2,,TAJ701,,,,,,,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,BW0CN616JKC2,Lot ID: L929TTH0,automation,BW0CN616JKC2,616,0,TOOL MONITOR,EUV.RESIST_THICKNESS.MFG.MON,7,8281,SAJ701,STEPPER,SAJ701_COT121,Coater,COT,,1,,N,,Y,N,Y,4487706095
L929TTH0,8281,TAJ701,TAJli,EUV.RESIST_THICKNESS.MFG.MON,2025-04-21 07:30:50,EUV.THICKNESS.MFG,THICKNESS,497.828285,V,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,,57.9062,-136.2,BW0CN616JKC2,,TAJ701,,,,,,,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,BW0CN616JKC2,Lot ID: L929TTH0,automation,BW0CN616JKC2,616,0,TOOL MONITOR,EUV.RESIST_THICKNESS.MFG.MON,7,8281,SAJ701,STEPPER,SAJ701_COT121,Coater,COT,,1,,N,,Y,N,Y,4487706095
L929TTH0,8281,TAJ701,TAJli,EUV.RESIST_THICKNESS.MFG.MON,2025-04-21 07:30:50,EUV.THICKNESS.MFG,THICKNESS,501.39175,V,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,,0.0067,-134.7529999,BW0CN616JKC2,,TAJ701,,,,,,,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,BW0CN616JKC2,Lot ID: L929TTH0,automation,BW0CN616JKC2,616,0,TOOL MONITOR,EUV.RESIST_THICKNESS.MFG.MON,7,8281,SAJ701,STEPPER,SAJ701_COT121,Coater,COT,,1,,N,,Y,N,Y,4487706095
L929TTH0,8281,TAJ701,TAJli,EUV.RESIST_THICKNESS.MFG.MON,2025-04-21 07:30:50,EUV.THICKNESS.MFG,THICKNESS,499.986732,V,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,,-57.9062,-96.51,BW0CN616JKC2,,TAJ701,,,,,,,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,BW0CN616JKC2,Lot ID: L929TTH0,automation,BW0CN616JKC2,616,0,TOOL MONITOR,EUV.RESIST_THICKNESS.MFG.MON,7,8281,SAJ701,STEPPER,SAJ701_COT121,Coater,COT,,1,,N,,Y,N,Y,4487706095
L929TTH0,8281,TAJ701,TAJli,EUV.RESIST_THICKNESS.MFG.MON,2025-04-21 07:30:50,EUV.THICKNESS.MFG,THICKNESS,499.332185,V,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,,19.3019,-96.51,BW0CN616JKC2,,TAJ701,,,,,,,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,BW0CN616JKC2,Lot ID: L929TTH0,automation,BW0CN616JKC2,616,0,TOOL MONITOR,EUV.RESIST_THICKNESS.MFG.MON,7,8281,SAJ701,STEPPER,SAJ701_COT121,Coater,COT,,1,,N,,Y,N,Y,4487706095
L929TTH0,8281,TAJ701,TAJli,EUV.RESIST_THICKNESS.MFG.MON,2025-04-21 07:30:50,EUV.THICKNESS.MFG,THICKNESS,501.242446,V,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,,96.51,-96.51,BW0CN616JKC2,,TAJ701,,,,,,,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,BW0CN616JKC2,Lot ID: L929TTH0,automation,BW0CN616JKC2,616,0,TOOL MONITOR,EUV.RESIST_THICKNESS.MFG.MON,7,8281,SAJ701,STEPPER,SAJ701_COT121,Coater,COT,,1,,N,,Y,N,Y,4487706095
L929TTH0,8281,TAJ701,TAJli,EUV.RESIST_THICKNESS.MFG.MON,2025-04-21 07:30:50,EUV.THICKNESS.MFG,THICKNESS,499.012818,V,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,,71.2039,-69.2075,BW0CN616JKC2,,TAJ701,,,,,,,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,BW0CN616JKC2,Lot ID: L929TTH0,automation,BW0CN616JKC2,616,0,TOOL MONITOR,EUV.RESIST_THICKNESS.MFG.MON,7,8281,SAJ701,STEPPER,SAJ701_COT121,Coater,COT,,1,,N,,Y,N,Y,4487706095
L929TTH0,8281,TAJ701,TAJli,EUV.RESIST_THICKNESS.MFG.MON,2025-04-21 07:30:50,EUV.THICKNESS.MFG,THICKNESS,497.699742,V,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,,-136.2,-57.9062,BW0CN616JKC2,,TAJ701,,,,,,,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,BW0CN616JKC2,Lot ID: L929TTH0,automation,BW0CN616JKC2,616,0,TOOL MONITOR,EUV.RESIST_THICKNESS.MFG.MON,7,8281,SAJ701,STEPPER,SAJ701_COT121,Coater,COT,,1,,N,,Y,N,Y,4487706095
L929TTH0,8281,TAJ701,TAJli,EUV.RESIST_THICKNESS.MFG.MON,2025-04-21 07:30:50,EUV.THICKNESS.MFG,THICKNESS,499.397423,V,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,,-96.51,-57.9062,BW0CN616JKC2,,TAJ701,,,,,,,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,BW0CN616JKC2,Lot ID: L929TTH0,automation,BW0CN616JKC2,616,0,TOOL MONITOR,EUV.RESIST_THICKNESS.MFG.MON,7,8281,SAJ701,STEPPER,SAJ701_COT121,Coater,COT,,1,,N,,Y,N,Y,4487706095
L929TTH0,8281,TAJ701,TAJli,EUV.RESIST_THICKNESS.MFG.MON,2025-04-21 07:30:50,EUV.THICKNESS.MFG,THICKNESS,495.116105,V,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,,-19.3019,-57.9062,BW0CN616JKC2,,TAJ701,,,,,,,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,BW0CN616JKC2,Lot ID: L929TTH0,automation,BW0CN616JKC2,616,0,TOOL MONITOR,EUV.RESIST_THICKNESS.MFG.MON,7,8281,SAJ701,STEPPER,SAJ701_COT121,Coater,COT,,1,,N,,Y,N,Y,4487706095
L929TTH0,8281,TAJ701,TAJli,EUV.RESIST_THICKNESS.MFG.MON,2025-04-21 07:30:50,EUV.THICKNESS.MFG,THICKNESS,494.422996,V,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,,-47.4578,-36.4348,BW0CN616JKC2,,TAJ701,,,,,,,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,BW0CN616JKC2,Lot ID: L929TTH0,automation,BW0CN616JKC2,616,0,TOOL MONITOR,EUV.RESIST_THICKNESS.MFG.MON,7,8281,SAJ701,STEPPER,SAJ701_COT121,Coater,COT,,1,,N,,Y,N,Y,4487706095
L929TTH0,8281,TAJ701,TAJli,EUV.RESIST_THICKNESS.MFG.MON,2025-04-21 07:30:50,EUV.THICKNESS.MFG,THICKNESS,496.813817,V,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,,142.401,-36.4348,BW0CN616JKC2,,TAJ701,,,,,,,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,BW0CN616JKC2,Lot ID: L929TTH0,automation,BW0CN616JKC2,616,0,TOOL MONITOR,EUV.RESIST_THICKNESS.MFG.MON,7,8281,SAJ701,STEPPER,SAJ701_COT121,Coater,COT,,1,,N,,Y,N,Y,4487706095
L929TTH0,8281,TAJ701,TAJli,EUV.RESIST_THICKNESS.MFG.MON,2025-04-21 07:30:50,EUV.THICKNESS.MFG,THICKNESS,493.789179,V,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,,19.3019,-19.3019,BW0CN616JKC2,,TAJ701,,,,,,,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,BW0CN616JKC2,Lot ID: L929TTH0,automation,BW0CN616JKC2,616,0,TOOL MONITOR,EUV.RESIST_THICKNESS.MFG.MON,7,8281,SAJ701,STEPPER,SAJ701_COT121,Coater,COT,,1,,N,,Y,N,Y,4487706095
L929TTH0,8281,TAJ701,TAJli,EUV.RESIST_THICKNESS.MFG.MON,2025-04-21 07:30:50,EUV.THICKNESS.MFG,THICKNESS,501.585561,V,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,,-118.655,-3.6622,BW0CN616JKC2,,TAJ701,,,,,,,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,BW0CN616JKC2,Lot ID: L929TTH0,automation,BW0CN616JKC2,616,0,TOOL MONITOR,EUV.RESIST_THICKNESS.MFG.MON,7,8281,SAJ701,STEPPER,SAJ701_COT121,Coater,COT,,1,,N,,Y,N,Y,4487706095
L929TTH0,8281,TAJ701,TAJli,EUV.RESIST_THICKNESS.MFG.MON,2025-04-21 07:30:50,EUV.THICKNESS.MFG,THICKNESS,494.453623,V,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,,0.0067,-3.6622,BW0CN616JKC2,,TAJ701,,,,,,,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,BW0CN616JKC2,Lot ID: L929TTH0,automation,BW0CN616JKC2,616,0,TOOL MONITOR,EUV.RESIST_THICKNESS.MFG.MON,7,8281,SAJ701,STEPPER,SAJ701_COT121,Coater,COT,,1,,N,,Y,N,Y,4487706095
L929TTH0,8281,TAJ701,TAJli,EUV.RESIST_THICKNESS.MFG.MON,2025-04-21 07:30:50,EUV.THICKNESS.MFG,THICKNESS,495.690569,V,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,,71.2039,-3.6622,BW0CN616JKC2,,TAJ701,,,,,,,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,BW0CN616JKC2,Lot ID: L929TTH0,automation,BW0CN616JKC2,616,0,TOOL MONITOR,EUV.RESIST_THICKNESS.MFG.MON,7,8281,SAJ701,STEPPER,SAJ701_COT121,Coater,COT,,1,,N,,Y,N,Y,4487706095
L929TTH0,8281,TAJ701,TAJli,EUV.RESIST_THICKNESS.MFG.MON,2025-04-21 07:30:50,EUV.THICKNESS.MFG,THICKNESS,496.218563,V,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,,-57.9062,19.3019,BW0CN616JKC2,,TAJ701,,,,,,,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,BW0CN616JKC2,Lot ID: L929TTH0,automation,BW0CN616JKC2,616,0,TOOL MONITOR,EUV.RESIST_THICKNESS.MFG.MON,7,8281,SAJ701,STEPPER,SAJ701_COT121,Coater,COT,,1,,N,,Y,N,Y,4487706095
L929TTH0,8281,TAJ701,TAJli,EUV.RESIST_THICKNESS.MFG.MON,2025-04-21 07:30:50,EUV.THICKNESS.MFG,THICKNESS,493.894005,V,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,,19.3019,19.3019,BW0CN616JKC2,,TAJ701,,,,,,,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,BW0CN616JKC2,Lot ID: L929TTH0,automation,BW0CN616JKC2,616,0,TOOL MONITOR,EUV.RESIST_THICKNESS.MFG.MON,7,8281,SAJ701,STEPPER,SAJ701_COT121,Coater,COT,,1,,N,,Y,N,Y,4487706095
L929TTH0,8281,TAJ701,TAJli,EUV.RESIST_THICKNESS.MFG.MON,2025-04-21 07:30:50,EUV.THICKNESS.MFG,THICKNESS,498.815054,V,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,,96.51,19.3019,BW0CN616JKC2,,TAJ701,,,,,,,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,BW0CN616JKC2,Lot ID: L929TTH0,automation,BW0CN616JKC2,616,0,TOOL MONITOR,EUV.RESIST_THICKNESS.MFG.MON,7,8281,SAJ701,STEPPER,SAJ701_COT121,Coater,COT,,1,,N,,Y,N,Y,4487706095
L929TTH0,8281,TAJ701,TAJli,EUV.RESIST_THICKNESS.MFG.MON,2025-04-21 07:30:50,EUV.THICKNESS.MFG,THICKNESS,500.332804,V,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,,136.2,19.3019,BW0CN616JKC2,,TAJ701,,,,,,,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,BW0CN616JKC2,Lot ID: L929TTH0,automation,BW0CN616JKC2,616,0,TOOL MONITOR,EUV.RESIST_THICKNESS.MFG.MON,7,8281,SAJ701,STEPPER,SAJ701_COT121,Coater,COT,,1,,N,,Y,N,Y,4487706095
L929TTH0,8281,TAJ701,TAJli,EUV.RESIST_THICKNESS.MFG.MON,2025-04-21 07:30:50,EUV.THICKNESS.MFG,THICKNESS,498.207942,V,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,,-136.2,57.9062,BW0CN616JKC2,,TAJ701,,,,,,,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,BW0CN616JKC2,Lot ID: L929TTH0,automation,BW0CN616JKC2,616,0,TOOL MONITOR,EUV.RESIST_THICKNESS.MFG.MON,7,8281,SAJ701,STEPPER,SAJ701_COT121,Coater,COT,,1,,N,,Y,N,Y,4487706095
L929TTH0,8281,TAJ701,TAJli,EUV.RESIST_THICKNESS.MFG.MON,2025-04-21 07:30:50,EUV.THICKNESS.MFG,THICKNESS,495.483933,V,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,,-19.3019,57.9062,BW0CN616JKC2,,TAJ701,,,,,,,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,BW0CN616JKC2,Lot ID: L929TTH0,automation,BW0CN616JKC2,616,0,TOOL MONITOR,EUV.RESIST_THICKNESS.MFG.MON,7,8281,SAJ701,STEPPER,SAJ701_COT121,Coater,COT,,1,,N,,Y,N,Y,4487706095
L929TTH0,8281,TAJ701,TAJli,EUV.RESIST_THICKNESS.MFG.MON,2025-04-21 07:30:50,EUV.THICKNESS.MFG,THICKNESS,497.042208,V,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,,57.9062,57.9062,BW0CN616JKC2,,TAJ701,,,,,,,COT=SAJ701_COT121;EXPOSURE_TYPE=EUV;RESIST=0871N;METRO_PLATFORM=TFK_KCD,BW0CN616JKC2,Lot ID: L929TTH0,automation,BW0CN616JKC2,616,0,TOOL MONITOR,EUV.RESIST_THICKNESS.MFG.MON,7,8281,SAJ701,STEPPER,SAJ701_COT121,Coater,COT,,1,,N,,Y,N,Y,4487706095
